,Participant,Block,Trial,StimLeft,StimRight
0,3,1,1,obj14.png,obj05.png
1,3,1,2,obj01.png,obj07.png
2,3,1,3,obj14.png,obj13.png
3,3,1,4,obj03.png,obj01.png
4,3,1,5,obj07.png,obj05.png
5,3,1,6,obj20.png,obj09.png
6,3,1,7,obj09.png,obj13.png
7,3,1,8,obj07.png,obj00.png
8,3,1,9,obj02.png,obj04.png
9,3,1,10,obj14.png,obj09.png
10,3,1,11,obj00.png,obj03.png
11,3,1,12,obj05.png,obj04.png
12,3,1,13,obj20.png,obj13.png
13,3,1,14,obj04.png,obj03.png
14,3,1,15,obj12.png,obj04.png
15,3,1,16,obj06.png,obj07.png
16,3,1,17,obj04.png,obj14.png
17,3,1,18,obj20.png,obj05.png
18,3,1,19,obj00.png,obj20.png
19,3,1,20,obj12.png,obj03.png
20,3,1,21,obj07.png,obj02.png
21,3,1,22,obj20.png,obj06.png
22,3,1,23,obj14.png,obj12.png
23,3,1,24,obj12.png,obj11.png
24,3,1,25,obj11.png,obj07.png
25,3,1,26,obj09.png,obj05.png
26,3,1,27,obj05.png,obj03.png
27,3,1,28,obj05.png,obj02.png
28,3,1,29,obj13.png,obj03.png
29,3,1,30,obj12.png,obj09.png
30,3,1,31,obj06.png,obj09.png
31,3,1,32,obj04.png,obj09.png
32,3,1,33,obj02.png,obj12.png
33,3,1,34,obj02.png,obj20.png
34,3,1,35,obj11.png,obj04.png
35,3,1,36,obj05.png,obj13.png
36,3,1,37,obj04.png,obj13.png
37,3,1,38,obj11.png,obj01.png
38,3,1,39,obj06.png,obj12.png
39,3,1,40,obj09.png,obj00.png
40,3,1,41,obj05.png,obj06.png
41,3,1,42,obj07.png,obj14.png
42,3,1,43,obj06.png,obj03.png
43,3,1,44,obj02.png,obj06.png
44,3,1,45,obj07.png,obj20.png
45,3,1,46,obj00.png,obj12.png
46,3,1,47,obj20.png,obj14.png
47,3,1,48,obj03.png,obj09.png
48,3,1,49,obj13.png,obj00.png
49,3,1,50,obj09.png,obj11.png
50,3,1,51,obj14.png,obj11.png
51,3,1,52,obj05.png,obj11.png
52,3,1,53,obj14.png,obj02.png
53,3,1,54,obj12.png,obj05.png
54,3,1,55,obj14.png,obj01.png
55,3,1,56,obj04.png,obj00.png
56,3,1,57,obj07.png,obj12.png
57,3,1,58,obj01.png,obj20.png
58,3,1,59,obj03.png,obj02.png
59,3,1,60,obj05.png,obj00.png
60,3,1,61,obj03.png,obj20.png
61,3,1,62,obj06.png,obj13.png
62,3,1,63,obj13.png,obj02.png
63,3,1,64,obj12.png,obj13.png
64,3,1,65,obj01.png,obj06.png
65,3,1,66,obj11.png,obj02.png
66,3,1,67,obj13.png,obj11.png
67,3,1,68,obj02.png,obj00.png
68,3,1,69,obj01.png,obj04.png
69,3,1,70,obj14.png,obj03.png
70,3,1,71,obj01.png,obj13.png
71,3,1,72,obj12.png,obj01.png
72,3,1,73,obj06.png,obj04.png
73,3,1,74,obj09.png,obj02.png
74,3,1,75,obj14.png,obj00.png
75,3,1,76,obj06.png,obj00.png
76,3,1,77,obj07.png,obj03.png
77,3,1,78,obj01.png,obj00.png
78,3,1,79,obj13.png,obj07.png
79,3,1,80,obj03.png,obj11.png
80,3,1,81,obj11.png,obj06.png
81,3,1,82,obj02.png,obj01.png
82,3,1,83,obj12.png,obj20.png
83,3,1,84,obj00.png,obj11.png
84,3,1,85,obj20.png,obj11.png
85,3,1,86,obj09.png,obj07.png
86,3,1,87,obj01.png,obj05.png
87,3,1,88,obj14.png,obj06.png
88,3,1,89,obj20.png,obj04.png
89,3,1,90,obj01.png,obj09.png
90,3,1,91,obj07.png,obj04.png
