Participant,Block,Trial,StimLeft,StimRight
7,1,1,obj05.png,obj00.png
7,1,2,obj03.png,obj12.png
7,1,3,obj00.png,obj12.png
7,1,4,obj05.png,obj11.png
7,1,5,obj05.png,obj07.png
7,1,6,obj01.png,obj02.png
7,1,7,obj20.png,obj04.png
7,1,8,obj06.png,obj09.png
7,1,9,obj11.png,obj20.png
7,1,10,obj02.png,obj12.png
7,1,11,obj07.png,obj01.png
7,1,12,obj14.png,obj13.png
7,1,13,obj07.png,obj09.png
7,1,14,obj00.png,obj14.png
7,1,15,obj03.png,obj04.png
7,1,16,obj11.png,obj04.png
7,1,17,obj01.png,obj13.png
7,1,18,obj07.png,obj00.png
7,1,19,obj13.png,obj12.png
7,1,20,obj02.png,obj14.png
7,1,21,obj20.png,obj06.png
7,1,22,obj01.png,obj04.png
7,1,23,obj14.png,obj06.png
7,1,24,obj20.png,obj02.png
7,1,25,obj04.png,obj00.png
7,1,26,obj03.png,obj02.png
7,1,27,obj11.png,obj12.png
7,1,28,obj00.png,obj20.png
7,1,29,obj04.png,obj07.png
7,1,30,obj20.png,obj01.png
7,1,31,obj01.png,obj05.png
7,1,32,obj06.png,obj07.png
7,1,33,obj07.png,obj02.png
7,1,34,obj07.png,obj13.png
7,1,35,obj03.png,obj14.png
7,1,36,obj02.png,obj04.png
7,1,37,obj13.png,obj06.png
7,1,38,obj13.png,obj09.png
7,1,39,obj06.png,obj01.png
7,1,40,obj14.png,obj11.png
7,1,41,obj05.png,obj09.png
7,1,42,obj12.png,obj05.png
7,1,43,obj00.png,obj06.png
7,1,44,obj03.png,obj13.png
7,1,45,obj02.png,obj11.png
7,1,46,obj20.png,obj09.png
7,1,47,obj03.png,obj00.png
7,1,48,obj01.png,obj09.png
7,1,49,obj12.png,obj07.png
7,1,50,obj12.png,obj20.png
7,1,51,obj01.png,obj03.png
7,1,52,obj00.png,obj01.png
7,1,53,obj06.png,obj05.png
7,1,54,obj13.png,obj11.png
7,1,55,obj02.png,obj13.png
7,1,56,obj03.png,obj11.png
7,1,57,obj00.png,obj09.png
7,1,58,obj02.png,obj09.png
7,1,59,obj09.png,obj12.png
7,1,60,obj02.png,obj06.png
7,1,61,obj06.png,obj04.png
7,1,62,obj11.png,obj09.png
7,1,63,obj04.png,obj12.png
7,1,64,obj07.png,obj20.png
7,1,65,obj13.png,obj05.png
7,1,66,obj14.png,obj07.png
7,1,67,obj14.png,obj09.png
7,1,68,obj04.png,obj14.png
7,1,69,obj20.png,obj05.png
7,1,70,obj20.png,obj14.png
7,1,71,obj06.png,obj03.png
7,1,72,obj00.png,obj11.png
7,1,73,obj20.png,obj13.png
7,1,74,obj03.png,obj05.png
7,1,75,obj06.png,obj12.png
7,1,76,obj02.png,obj00.png
7,1,77,obj14.png,obj12.png
7,1,78,obj04.png,obj13.png
7,1,79,obj04.png,obj09.png
7,1,80,obj05.png,obj14.png
7,1,81,obj02.png,obj05.png
7,1,82,obj01.png,obj12.png
7,1,83,obj09.png,obj03.png
7,1,84,obj11.png,obj07.png
7,1,85,obj03.png,obj20.png
7,1,86,obj06.png,obj11.png
7,1,87,obj11.png,obj01.png
7,1,88,obj14.png,obj01.png
7,1,89,obj13.png,obj00.png
7,1,90,obj07.png,obj03.png
7,1,91,obj04.png,obj05.png
