,Participant,Block,Trial,StimLeft,StimRight
0,9,1,1,obj12.png,obj14.png
1,9,1,2,obj13.png,obj04.png
2,9,1,3,obj12.png,obj03.png
3,9,1,4,obj00.png,obj01.png
4,9,1,5,obj06.png,obj05.png
5,9,1,6,obj06.png,obj04.png
6,9,1,7,obj03.png,obj20.png
7,9,1,8,obj14.png,obj09.png
8,9,1,9,obj20.png,obj09.png
9,9,1,10,obj12.png,obj13.png
10,9,1,11,obj01.png,obj20.png
11,9,1,12,obj13.png,obj14.png
12,9,1,13,obj12.png,obj11.png
13,9,1,14,obj04.png,obj12.png
14,9,1,15,obj20.png,obj14.png
15,9,1,16,obj13.png,obj06.png
16,9,1,17,obj20.png,obj00.png
17,9,1,18,obj11.png,obj02.png
18,9,1,19,obj07.png,obj14.png
19,9,1,20,obj11.png,obj14.png
20,9,1,21,obj00.png,obj03.png
21,9,1,22,obj04.png,obj11.png
22,9,1,23,obj04.png,obj00.png
23,9,1,24,obj02.png,obj20.png
24,9,1,25,obj13.png,obj00.png
25,9,1,26,obj02.png,obj13.png
26,9,1,27,obj14.png,obj03.png
27,9,1,28,obj01.png,obj03.png
28,9,1,29,obj09.png,obj11.png
29,9,1,30,obj07.png,obj20.png
30,9,1,31,obj12.png,obj02.png
31,9,1,32,obj06.png,obj00.png
32,9,1,33,obj11.png,obj07.png
33,9,1,34,obj00.png,obj05.png
34,9,1,35,obj11.png,obj03.png
35,9,1,36,obj09.png,obj05.png
36,9,1,37,obj05.png,obj13.png
37,9,1,38,obj09.png,obj01.png
38,9,1,39,obj04.png,obj20.png
39,9,1,40,obj05.png,obj02.png
40,9,1,41,obj14.png,obj04.png
41,9,1,42,obj13.png,obj20.png
42,9,1,43,obj09.png,obj04.png
43,9,1,44,obj00.png,obj11.png
44,9,1,45,obj04.png,obj03.png
45,9,1,46,obj07.png,obj09.png
46,9,1,47,obj11.png,obj13.png
47,9,1,48,obj06.png,obj07.png
48,9,1,49,obj06.png,obj01.png
49,9,1,50,obj07.png,obj01.png
50,9,1,51,obj05.png,obj07.png
51,9,1,52,obj06.png,obj12.png
52,9,1,53,obj01.png,obj12.png
53,9,1,54,obj07.png,obj13.png
54,9,1,55,obj07.png,obj03.png
55,9,1,56,obj14.png,obj05.png
56,9,1,57,obj20.png,obj06.png
57,9,1,58,obj05.png,obj20.png
58,9,1,59,obj07.png,obj04.png
59,9,1,60,obj01.png,obj11.png
60,9,1,61,obj12.png,obj09.png
61,9,1,62,obj06.png,obj03.png
62,9,1,63,obj03.png,obj05.png
63,9,1,64,obj00.png,obj02.png
64,9,1,65,obj09.png,obj13.png
65,9,1,66,obj11.png,obj06.png
66,9,1,67,obj01.png,obj02.png
67,9,1,68,obj03.png,obj13.png
68,9,1,69,obj06.png,obj14.png
69,9,1,70,obj12.png,obj20.png
70,9,1,71,obj14.png,obj01.png
71,9,1,72,obj00.png,obj14.png
72,9,1,73,obj05.png,obj04.png
73,9,1,74,obj05.png,obj12.png
74,9,1,75,obj20.png,obj11.png
75,9,1,76,obj05.png,obj01.png
76,9,1,77,obj04.png,obj01.png
77,9,1,78,obj00.png,obj09.png
78,9,1,79,obj02.png,obj04.png
79,9,1,80,obj12.png,obj00.png
80,9,1,81,obj02.png,obj14.png
81,9,1,82,obj05.png,obj11.png
82,9,1,83,obj09.png,obj02.png
83,9,1,84,obj03.png,obj09.png
84,9,1,85,obj02.png,obj07.png
85,9,1,86,obj06.png,obj09.png
86,9,1,87,obj07.png,obj12.png
87,9,1,88,obj07.png,obj00.png
88,9,1,89,obj03.png,obj02.png
89,9,1,90,obj13.png,obj01.png
90,9,1,91,obj06.png,obj02.png
