Participant,Block,Trial,StimLeft,StimRight
81,1,1,obj05.png,obj13.png
81,1,2,obj02.png,obj07.png
81,1,3,obj00.png,obj12.png
81,1,4,obj20.png,obj01.png
81,1,5,obj05.png,obj06.png
81,1,6,obj02.png,obj14.png
81,1,7,obj09.png,obj01.png
81,1,8,obj09.png,obj04.png
81,1,9,obj03.png,obj09.png
81,1,10,obj09.png,obj14.png
81,1,11,obj14.png,obj05.png
81,1,12,obj13.png,obj11.png
81,1,13,obj13.png,obj09.png
81,1,14,obj20.png,obj06.png
81,1,15,obj01.png,obj12.png
81,1,16,obj04.png,obj05.png
81,1,17,obj06.png,obj09.png
81,1,18,obj03.png,obj05.png
81,1,19,obj05.png,obj12.png
81,1,20,obj06.png,obj02.png
81,1,21,obj02.png,obj04.png
81,1,22,obj09.png,obj02.png
81,1,23,obj06.png,obj12.png
81,1,24,obj20.png,obj13.png
81,1,25,obj06.png,obj03.png
81,1,26,obj04.png,obj00.png
81,1,27,obj20.png,obj12.png
81,1,28,obj01.png,obj00.png
81,1,29,obj20.png,obj03.png
81,1,30,obj11.png,obj02.png
81,1,31,obj13.png,obj00.png
81,1,32,obj07.png,obj06.png
81,1,33,obj12.png,obj03.png
81,1,34,obj06.png,obj13.png
81,1,35,obj02.png,obj13.png
81,1,36,obj06.png,obj11.png
81,1,37,obj06.png,obj00.png
81,1,38,obj06.png,obj01.png
81,1,39,obj05.png,obj00.png
81,1,40,obj09.png,obj07.png
81,1,41,obj03.png,obj14.png
81,1,42,obj07.png,obj20.png
81,1,43,obj04.png,obj03.png
81,1,44,obj01.png,obj07.png
81,1,45,obj06.png,obj14.png
81,1,46,obj04.png,obj01.png
81,1,47,obj07.png,obj14.png
81,1,48,obj07.png,obj11.png
81,1,49,obj07.png,obj05.png
81,1,50,obj03.png,obj02.png
81,1,51,obj02.png,obj05.png
81,1,52,obj11.png,obj14.png
81,1,53,obj20.png,obj02.png
81,1,54,obj13.png,obj12.png
81,1,55,obj13.png,obj07.png
81,1,56,obj12.png,obj02.png
81,1,57,obj12.png,obj07.png
81,1,58,obj01.png,obj13.png
81,1,59,obj03.png,obj07.png
81,1,60,obj12.png,obj04.png
81,1,61,obj03.png,obj13.png
81,1,62,obj03.png,obj00.png
81,1,63,obj14.png,obj20.png
81,1,64,obj11.png,obj12.png
81,1,65,obj20.png,obj04.png
81,1,66,obj00.png,obj14.png
81,1,67,obj14.png,obj01.png
81,1,68,obj00.png,obj02.png
81,1,69,obj14.png,obj04.png
81,1,70,obj02.png,obj01.png
81,1,71,obj01.png,obj05.png
81,1,72,obj00.png,obj20.png
81,1,73,obj20.png,obj05.png
81,1,74,obj11.png,obj05.png
81,1,75,obj03.png,obj11.png
81,1,76,obj12.png,obj14.png
81,1,77,obj04.png,obj11.png
81,1,78,obj07.png,obj04.png
81,1,79,obj09.png,obj11.png
81,1,80,obj11.png,obj00.png
81,1,81,obj00.png,obj07.png
81,1,82,obj00.png,obj09.png
81,1,83,obj03.png,obj01.png
81,1,84,obj12.png,obj09.png
81,1,85,obj05.png,obj09.png
81,1,86,obj06.png,obj04.png
81,1,87,obj01.png,obj11.png
81,1,88,obj14.png,obj13.png
81,1,89,obj04.png,obj13.png
81,1,90,obj11.png,obj20.png
81,1,91,obj09.png,obj20.png
