Participant,Block,Trial,StimLeft,StimRight
98,1,1,obj02.png,obj06.png
98,1,2,obj01.png,obj06.png
98,1,3,obj20.png,obj11.png
98,1,4,obj11.png,obj06.png
98,1,5,obj01.png,obj12.png
98,1,6,obj14.png,obj02.png
98,1,7,obj12.png,obj14.png
98,1,8,obj04.png,obj09.png
98,1,9,obj09.png,obj20.png
98,1,10,obj04.png,obj03.png
98,1,11,obj00.png,obj14.png
98,1,12,obj03.png,obj01.png
98,1,13,obj20.png,obj07.png
98,1,14,obj13.png,obj06.png
98,1,15,obj02.png,obj12.png
98,1,16,obj03.png,obj05.png
98,1,17,obj14.png,obj20.png
98,1,18,obj04.png,obj01.png
98,1,19,obj07.png,obj11.png
98,1,20,obj04.png,obj00.png
98,1,21,obj00.png,obj20.png
98,1,22,obj14.png,obj05.png
98,1,23,obj07.png,obj00.png
98,1,24,obj04.png,obj11.png
98,1,25,obj01.png,obj09.png
98,1,26,obj06.png,obj20.png
98,1,27,obj00.png,obj12.png
98,1,28,obj13.png,obj01.png
98,1,29,obj13.png,obj05.png
98,1,30,obj04.png,obj14.png
98,1,31,obj02.png,obj13.png
98,1,32,obj00.png,obj11.png
98,1,33,obj11.png,obj09.png
98,1,34,obj12.png,obj13.png
98,1,35,obj00.png,obj03.png
98,1,36,obj09.png,obj12.png
98,1,37,obj03.png,obj02.png
98,1,38,obj12.png,obj07.png
98,1,39,obj03.png,obj13.png
98,1,40,obj03.png,obj14.png
98,1,41,obj12.png,obj05.png
98,1,42,obj07.png,obj13.png
98,1,43,obj14.png,obj07.png
98,1,44,obj07.png,obj01.png
98,1,45,obj12.png,obj04.png
98,1,46,obj11.png,obj14.png
98,1,47,obj00.png,obj02.png
98,1,48,obj20.png,obj05.png
98,1,49,obj02.png,obj05.png
98,1,50,obj04.png,obj20.png
98,1,51,obj00.png,obj09.png
98,1,52,obj12.png,obj06.png
98,1,53,obj20.png,obj12.png
98,1,54,obj00.png,obj13.png
98,1,55,obj03.png,obj12.png
98,1,56,obj01.png,obj05.png
98,1,57,obj05.png,obj07.png
98,1,58,obj07.png,obj03.png
98,1,59,obj12.png,obj11.png
98,1,60,obj06.png,obj05.png
98,1,61,obj14.png,obj01.png
98,1,62,obj20.png,obj03.png
98,1,63,obj13.png,obj11.png
98,1,64,obj05.png,obj00.png
98,1,65,obj02.png,obj20.png
98,1,66,obj13.png,obj20.png
98,1,67,obj03.png,obj11.png
98,1,68,obj09.png,obj03.png
98,1,69,obj13.png,obj04.png
98,1,70,obj05.png,obj11.png
98,1,71,obj13.png,obj09.png
98,1,72,obj00.png,obj01.png
98,1,73,obj07.png,obj04.png
98,1,74,obj02.png,obj07.png
98,1,75,obj03.png,obj06.png
98,1,76,obj13.png,obj14.png
98,1,77,obj04.png,obj06.png
98,1,78,obj01.png,obj11.png
98,1,79,obj06.png,obj07.png
98,1,80,obj04.png,obj05.png
98,1,81,obj02.png,obj04.png
98,1,82,obj11.png,obj02.png
98,1,83,obj01.png,obj02.png
98,1,84,obj09.png,obj06.png
98,1,85,obj14.png,obj09.png
98,1,86,obj20.png,obj01.png
98,1,87,obj09.png,obj07.png
98,1,88,obj06.png,obj14.png
98,1,89,obj09.png,obj05.png
98,1,90,obj00.png,obj06.png
98,1,91,obj09.png,obj02.png
