Participant,Block,Trial,StimLeft,StimRight
18,1,1,obj09.png,obj06.png
18,1,2,obj01.png,obj03.png
18,1,3,obj14.png,obj04.png
18,1,4,obj11.png,obj00.png
18,1,5,obj11.png,obj07.png
18,1,6,obj07.png,obj02.png
18,1,7,obj01.png,obj04.png
18,1,8,obj07.png,obj00.png
18,1,9,obj01.png,obj09.png
18,1,10,obj14.png,obj03.png
18,1,11,obj09.png,obj20.png
18,1,12,obj11.png,obj13.png
18,1,13,obj05.png,obj20.png
18,1,14,obj06.png,obj11.png
18,1,15,obj12.png,obj07.png
18,1,16,obj00.png,obj04.png
18,1,17,obj05.png,obj13.png
18,1,18,obj03.png,obj11.png
18,1,19,obj13.png,obj00.png
18,1,20,obj13.png,obj20.png
18,1,21,obj06.png,obj07.png
18,1,22,obj11.png,obj01.png
18,1,23,obj12.png,obj02.png
18,1,24,obj12.png,obj01.png
18,1,25,obj20.png,obj04.png
18,1,26,obj06.png,obj20.png
18,1,27,obj13.png,obj09.png
18,1,28,obj14.png,obj20.png
18,1,29,obj20.png,obj02.png
18,1,30,obj04.png,obj05.png
18,1,31,obj01.png,obj06.png
18,1,32,obj14.png,obj01.png
18,1,33,obj02.png,obj03.png
18,1,34,obj09.png,obj04.png
18,1,35,obj12.png,obj03.png
18,1,36,obj02.png,obj14.png
18,1,37,obj01.png,obj02.png
18,1,38,obj11.png,obj12.png
18,1,39,obj20.png,obj01.png
18,1,40,obj14.png,obj05.png
18,1,41,obj00.png,obj12.png
18,1,42,obj09.png,obj02.png
18,1,43,obj12.png,obj20.png
18,1,44,obj07.png,obj01.png
18,1,45,obj06.png,obj00.png
18,1,46,obj01.png,obj13.png
18,1,47,obj07.png,obj14.png
18,1,48,obj14.png,obj00.png
18,1,49,obj02.png,obj05.png
18,1,50,obj13.png,obj07.png
18,1,51,obj11.png,obj14.png
18,1,52,obj06.png,obj12.png
18,1,53,obj14.png,obj06.png
18,1,54,obj13.png,obj12.png
18,1,55,obj06.png,obj04.png
18,1,56,obj02.png,obj13.png
18,1,57,obj07.png,obj03.png
18,1,58,obj05.png,obj12.png
18,1,59,obj01.png,obj00.png
18,1,60,obj04.png,obj03.png
18,1,61,obj05.png,obj07.png
18,1,62,obj00.png,obj03.png
18,1,63,obj06.png,obj05.png
18,1,64,obj03.png,obj06.png
18,1,65,obj09.png,obj11.png
18,1,66,obj05.png,obj01.png
18,1,67,obj09.png,obj12.png
18,1,68,obj09.png,obj00.png
18,1,69,obj05.png,obj09.png
18,1,70,obj04.png,obj07.png
18,1,71,obj06.png,obj13.png
18,1,72,obj11.png,obj05.png
18,1,73,obj02.png,obj11.png
18,1,74,obj09.png,obj14.png
18,1,75,obj05.png,obj03.png
18,1,76,obj13.png,obj04.png
18,1,77,obj14.png,obj12.png
18,1,78,obj03.png,obj09.png
18,1,79,obj13.png,obj14.png
18,1,80,obj03.png,obj20.png
18,1,81,obj09.png,obj07.png
18,1,82,obj20.png,obj00.png
18,1,83,obj04.png,obj12.png
18,1,84,obj05.png,obj00.png
18,1,85,obj07.png,obj20.png
18,1,86,obj04.png,obj02.png
18,1,87,obj11.png,obj04.png
18,1,88,obj11.png,obj20.png
18,1,89,obj13.png,obj03.png
18,1,90,obj00.png,obj02.png
18,1,91,obj06.png,obj02.png
