,Participant,Block,Trial,StimLeft,StimRight
0,2,1,1,obj13.png,obj06.png
1,2,1,2,obj12.png,obj11.png
2,2,1,3,obj04.png,obj01.png
3,2,1,4,obj12.png,obj02.png
4,2,1,5,obj12.png,obj06.png
5,2,1,6,obj05.png,obj01.png
6,2,1,7,obj09.png,obj13.png
7,2,1,8,obj05.png,obj12.png
8,2,1,9,obj03.png,obj06.png
9,2,1,10,obj00.png,obj20.png
10,2,1,11,obj09.png,obj03.png
11,2,1,12,obj06.png,obj11.png
12,2,1,13,obj03.png,obj00.png
13,2,1,14,obj20.png,obj03.png
14,2,1,15,obj05.png,obj00.png
15,2,1,16,obj00.png,obj02.png
16,2,1,17,obj07.png,obj13.png
17,2,1,18,obj11.png,obj09.png
18,2,1,19,obj09.png,obj20.png
19,2,1,20,obj03.png,obj05.png
20,2,1,21,obj07.png,obj03.png
21,2,1,22,obj00.png,obj12.png
22,2,1,23,obj01.png,obj20.png
23,2,1,24,obj02.png,obj20.png
24,2,1,25,obj06.png,obj04.png
25,2,1,26,obj09.png,obj06.png
26,2,1,27,obj01.png,obj14.png
27,2,1,28,obj00.png,obj01.png
28,2,1,29,obj06.png,obj01.png
29,2,1,30,obj01.png,obj02.png
30,2,1,31,obj13.png,obj14.png
31,2,1,32,obj07.png,obj20.png
32,2,1,33,obj01.png,obj09.png
33,2,1,34,obj05.png,obj20.png
34,2,1,35,obj07.png,obj12.png
35,2,1,36,obj09.png,obj12.png
36,2,1,37,obj07.png,obj04.png
37,2,1,38,obj03.png,obj14.png
38,2,1,39,obj02.png,obj05.png
39,2,1,40,obj03.png,obj13.png
40,2,1,41,obj14.png,obj09.png
41,2,1,42,obj05.png,obj07.png
42,2,1,43,obj01.png,obj11.png
43,2,1,44,obj09.png,obj05.png
44,2,1,45,obj00.png,obj04.png
45,2,1,46,obj07.png,obj02.png
46,2,1,47,obj03.png,obj04.png
47,2,1,48,obj09.png,obj04.png
48,2,1,49,obj00.png,obj07.png
49,2,1,50,obj02.png,obj11.png
50,2,1,51,obj11.png,obj20.png
51,2,1,52,obj20.png,obj12.png
52,2,1,53,obj13.png,obj01.png
53,2,1,54,obj12.png,obj13.png
54,2,1,55,obj11.png,obj04.png
55,2,1,56,obj02.png,obj04.png
56,2,1,57,obj01.png,obj07.png
57,2,1,58,obj14.png,obj05.png
58,2,1,59,obj11.png,obj13.png
59,2,1,60,obj04.png,obj20.png
60,2,1,61,obj02.png,obj14.png
61,2,1,62,obj13.png,obj20.png
62,2,1,63,obj14.png,obj00.png
63,2,1,64,obj13.png,obj04.png
64,2,1,65,obj12.png,obj14.png
65,2,1,66,obj13.png,obj00.png
66,2,1,67,obj09.png,obj02.png
67,2,1,68,obj02.png,obj03.png
68,2,1,69,obj14.png,obj20.png
69,2,1,70,obj13.png,obj02.png
70,2,1,71,obj06.png,obj20.png
71,2,1,72,obj05.png,obj11.png
72,2,1,73,obj00.png,obj11.png
73,2,1,74,obj12.png,obj01.png
74,2,1,75,obj14.png,obj04.png
75,2,1,76,obj04.png,obj05.png
76,2,1,77,obj11.png,obj14.png
77,2,1,78,obj14.png,obj07.png
78,2,1,79,obj13.png,obj05.png
79,2,1,80,obj09.png,obj07.png
80,2,1,81,obj03.png,obj12.png
81,2,1,82,obj06.png,obj02.png
82,2,1,83,obj11.png,obj03.png
83,2,1,84,obj09.png,obj00.png
84,2,1,85,obj12.png,obj04.png
85,2,1,86,obj00.png,obj06.png
86,2,1,87,obj14.png,obj06.png
87,2,1,88,obj07.png,obj11.png
88,2,1,89,obj05.png,obj06.png
89,2,1,90,obj06.png,obj07.png
90,2,1,91,obj01.png,obj03.png
