Participant,Block,Trial,StimLeft,StimRight
16,1,1,obj14.png,obj09.png
16,1,2,obj01.png,obj02.png
16,1,3,obj00.png,obj12.png
16,1,4,obj14.png,obj04.png
16,1,5,obj02.png,obj13.png
16,1,6,obj07.png,obj09.png
16,1,7,obj12.png,obj02.png
16,1,8,obj05.png,obj11.png
16,1,9,obj05.png,obj02.png
16,1,10,obj00.png,obj11.png
16,1,11,obj07.png,obj13.png
16,1,12,obj14.png,obj07.png
16,1,13,obj07.png,obj04.png
16,1,14,obj09.png,obj06.png
16,1,15,obj00.png,obj04.png
16,1,16,obj11.png,obj02.png
16,1,17,obj12.png,obj06.png
16,1,18,obj00.png,obj02.png
16,1,19,obj03.png,obj11.png
16,1,20,obj02.png,obj07.png
16,1,21,obj12.png,obj07.png
16,1,22,obj14.png,obj20.png
16,1,23,obj20.png,obj04.png
16,1,24,obj12.png,obj20.png
16,1,25,obj05.png,obj09.png
16,1,26,obj04.png,obj11.png
16,1,27,obj03.png,obj05.png
16,1,28,obj14.png,obj01.png
16,1,29,obj07.png,obj06.png
16,1,30,obj01.png,obj20.png
16,1,31,obj01.png,obj07.png
16,1,32,obj00.png,obj05.png
16,1,33,obj11.png,obj09.png
16,1,34,obj02.png,obj14.png
16,1,35,obj12.png,obj14.png
16,1,36,obj01.png,obj09.png
16,1,37,obj00.png,obj03.png
16,1,38,obj03.png,obj09.png
16,1,39,obj00.png,obj13.png
16,1,40,obj11.png,obj14.png
16,1,41,obj01.png,obj05.png
16,1,42,obj14.png,obj05.png
16,1,43,obj20.png,obj03.png
16,1,44,obj05.png,obj12.png
16,1,45,obj06.png,obj20.png
16,1,46,obj03.png,obj06.png
16,1,47,obj14.png,obj13.png
16,1,48,obj12.png,obj04.png
16,1,49,obj02.png,obj06.png
16,1,50,obj05.png,obj13.png
16,1,51,obj09.png,obj20.png
16,1,52,obj04.png,obj01.png
16,1,53,obj11.png,obj07.png
16,1,54,obj00.png,obj14.png
16,1,55,obj14.png,obj06.png
16,1,56,obj05.png,obj06.png
16,1,57,obj20.png,obj00.png
16,1,58,obj20.png,obj11.png
16,1,59,obj03.png,obj13.png
16,1,60,obj09.png,obj02.png
16,1,61,obj04.png,obj06.png
16,1,62,obj01.png,obj03.png
16,1,63,obj03.png,obj12.png
16,1,64,obj09.png,obj13.png
16,1,65,obj06.png,obj01.png
16,1,66,obj13.png,obj06.png
16,1,67,obj13.png,obj01.png
16,1,68,obj20.png,obj05.png
16,1,69,obj07.png,obj05.png
16,1,70,obj04.png,obj05.png
16,1,71,obj02.png,obj04.png
16,1,72,obj13.png,obj12.png
16,1,73,obj07.png,obj00.png
16,1,74,obj03.png,obj04.png
16,1,75,obj00.png,obj06.png
16,1,76,obj04.png,obj09.png
16,1,77,obj09.png,obj12.png
16,1,78,obj07.png,obj20.png
16,1,79,obj12.png,obj11.png
16,1,80,obj02.png,obj20.png
16,1,81,obj02.png,obj03.png
16,1,82,obj06.png,obj11.png
16,1,83,obj03.png,obj14.png
16,1,84,obj03.png,obj07.png
16,1,85,obj13.png,obj11.png
16,1,86,obj01.png,obj00.png
16,1,87,obj00.png,obj09.png
16,1,88,obj12.png,obj01.png
16,1,89,obj13.png,obj20.png
16,1,90,obj01.png,obj11.png
16,1,91,obj13.png,obj04.png
