,Participant,Block,Trial,StimLeft,StimRight
0,5,1,1,obj11.png,obj01.png
1,5,1,2,obj05.png,obj09.png
2,5,1,3,obj12.png,obj04.png
3,5,1,4,obj06.png,obj13.png
4,5,1,5,obj07.png,obj02.png
5,5,1,6,obj12.png,obj03.png
6,5,1,7,obj14.png,obj20.png
7,5,1,8,obj02.png,obj20.png
8,5,1,9,obj03.png,obj14.png
9,5,1,10,obj01.png,obj14.png
10,5,1,11,obj02.png,obj00.png
11,5,1,12,obj20.png,obj13.png
12,5,1,13,obj04.png,obj07.png
13,5,1,14,obj02.png,obj12.png
14,5,1,15,obj06.png,obj07.png
15,5,1,16,obj00.png,obj14.png
16,5,1,17,obj06.png,obj01.png
17,5,1,18,obj02.png,obj01.png
18,5,1,19,obj03.png,obj20.png
19,5,1,20,obj01.png,obj13.png
20,5,1,21,obj13.png,obj04.png
21,5,1,22,obj07.png,obj12.png
22,5,1,23,obj06.png,obj03.png
23,5,1,24,obj01.png,obj09.png
24,5,1,25,obj03.png,obj01.png
25,5,1,26,obj00.png,obj04.png
26,5,1,27,obj05.png,obj20.png
27,5,1,28,obj00.png,obj06.png
28,5,1,29,obj05.png,obj13.png
29,5,1,30,obj01.png,obj20.png
30,5,1,31,obj02.png,obj14.png
31,5,1,32,obj06.png,obj20.png
32,5,1,33,obj11.png,obj20.png
33,5,1,34,obj00.png,obj05.png
34,5,1,35,obj04.png,obj09.png
35,5,1,36,obj06.png,obj14.png
36,5,1,37,obj11.png,obj14.png
37,5,1,38,obj07.png,obj03.png
38,5,1,39,obj09.png,obj20.png
39,5,1,40,obj20.png,obj12.png
40,5,1,41,obj04.png,obj11.png
41,5,1,42,obj09.png,obj02.png
42,5,1,43,obj02.png,obj13.png
43,5,1,44,obj04.png,obj01.png
44,5,1,45,obj03.png,obj00.png
45,5,1,46,obj04.png,obj20.png
46,5,1,47,obj20.png,obj07.png
47,5,1,48,obj06.png,obj11.png
48,5,1,49,obj20.png,obj00.png
49,5,1,50,obj13.png,obj07.png
50,5,1,51,obj09.png,obj13.png
51,5,1,52,obj01.png,obj07.png
52,5,1,53,obj06.png,obj05.png
53,5,1,54,obj01.png,obj12.png
54,5,1,55,obj00.png,obj13.png
55,5,1,56,obj14.png,obj05.png
56,5,1,57,obj12.png,obj05.png
57,5,1,58,obj00.png,obj07.png
58,5,1,59,obj02.png,obj04.png
59,5,1,60,obj05.png,obj07.png
60,5,1,61,obj11.png,obj07.png
61,5,1,62,obj06.png,obj04.png
62,5,1,63,obj09.png,obj00.png
63,5,1,64,obj11.png,obj05.png
64,5,1,65,obj11.png,obj12.png
65,5,1,66,obj05.png,obj01.png
66,5,1,67,obj03.png,obj09.png
67,5,1,68,obj02.png,obj05.png
68,5,1,69,obj14.png,obj09.png
69,5,1,70,obj00.png,obj01.png
70,5,1,71,obj12.png,obj09.png
71,5,1,72,obj02.png,obj03.png
72,5,1,73,obj13.png,obj03.png
73,5,1,74,obj14.png,obj07.png
74,5,1,75,obj07.png,obj09.png
75,5,1,76,obj02.png,obj06.png
76,5,1,77,obj13.png,obj11.png
77,5,1,78,obj04.png,obj05.png
78,5,1,79,obj05.png,obj03.png
79,5,1,80,obj04.png,obj14.png
80,5,1,81,obj12.png,obj14.png
81,5,1,82,obj06.png,obj12.png
82,5,1,83,obj02.png,obj11.png
83,5,1,84,obj00.png,obj11.png
84,5,1,85,obj04.png,obj03.png
85,5,1,86,obj09.png,obj11.png
86,5,1,87,obj12.png,obj00.png
87,5,1,88,obj11.png,obj03.png
88,5,1,89,obj12.png,obj13.png
89,5,1,90,obj14.png,obj13.png
90,5,1,91,obj09.png,obj06.png
