Participant,Block,Trial,StimLeft,StimRight
10,1,1,obj06.png,obj12.png
10,1,2,obj04.png,obj03.png
10,1,3,obj09.png,obj06.png
10,1,4,obj09.png,obj04.png
10,1,5,obj05.png,obj04.png
10,1,6,obj07.png,obj02.png
10,1,7,obj04.png,obj14.png
10,1,8,obj02.png,obj09.png
10,1,9,obj13.png,obj04.png
10,1,10,obj02.png,obj00.png
10,1,11,obj06.png,obj20.png
10,1,12,obj03.png,obj05.png
10,1,13,obj12.png,obj09.png
10,1,14,obj05.png,obj13.png
10,1,15,obj12.png,obj11.png
10,1,16,obj07.png,obj00.png
10,1,17,obj07.png,obj14.png
10,1,18,obj03.png,obj06.png
10,1,19,obj06.png,obj07.png
10,1,20,obj07.png,obj03.png
10,1,21,obj01.png,obj13.png
10,1,22,obj13.png,obj03.png
10,1,23,obj09.png,obj11.png
10,1,24,obj01.png,obj12.png
10,1,25,obj02.png,obj03.png
10,1,26,obj20.png,obj07.png
10,1,27,obj05.png,obj01.png
10,1,28,obj07.png,obj04.png
10,1,29,obj02.png,obj05.png
10,1,30,obj20.png,obj09.png
10,1,31,obj14.png,obj09.png
10,1,32,obj01.png,obj11.png
10,1,33,obj02.png,obj20.png
10,1,34,obj04.png,obj00.png
10,1,35,obj00.png,obj20.png
10,1,36,obj04.png,obj12.png
10,1,37,obj00.png,obj13.png
10,1,38,obj05.png,obj11.png
10,1,39,obj04.png,obj02.png
10,1,40,obj06.png,obj02.png
10,1,41,obj02.png,obj13.png
10,1,42,obj20.png,obj14.png
10,1,43,obj13.png,obj06.png
10,1,44,obj00.png,obj11.png
10,1,45,obj13.png,obj09.png
10,1,46,obj09.png,obj00.png
10,1,47,obj03.png,obj11.png
10,1,48,obj13.png,obj14.png
10,1,49,obj01.png,obj07.png
10,1,50,obj05.png,obj20.png
10,1,51,obj00.png,obj01.png
10,1,52,obj00.png,obj14.png
10,1,53,obj03.png,obj09.png
10,1,54,obj11.png,obj14.png
10,1,55,obj07.png,obj09.png
10,1,56,obj14.png,obj12.png
10,1,57,obj11.png,obj02.png
10,1,58,obj06.png,obj01.png
10,1,59,obj12.png,obj13.png
10,1,60,obj12.png,obj00.png
10,1,61,obj07.png,obj12.png
10,1,62,obj20.png,obj11.png
10,1,63,obj09.png,obj01.png
10,1,64,obj03.png,obj20.png
10,1,65,obj20.png,obj12.png
10,1,66,obj01.png,obj20.png
10,1,67,obj00.png,obj03.png
10,1,68,obj20.png,obj04.png
10,1,69,obj06.png,obj05.png
10,1,70,obj03.png,obj01.png
10,1,71,obj07.png,obj05.png
10,1,72,obj01.png,obj04.png
10,1,73,obj14.png,obj01.png
10,1,74,obj06.png,obj04.png
10,1,75,obj14.png,obj06.png
10,1,76,obj03.png,obj14.png
10,1,77,obj11.png,obj13.png
10,1,78,obj14.png,obj05.png
10,1,79,obj11.png,obj04.png
10,1,80,obj00.png,obj05.png
10,1,81,obj12.png,obj02.png
10,1,82,obj06.png,obj00.png
10,1,83,obj06.png,obj11.png
10,1,84,obj07.png,obj13.png
10,1,85,obj20.png,obj13.png
10,1,86,obj03.png,obj12.png
10,1,87,obj11.png,obj07.png
10,1,88,obj05.png,obj09.png
10,1,89,obj14.png,obj02.png
10,1,90,obj01.png,obj02.png
10,1,91,obj12.png,obj05.png
