,Participant,Block,Trial,StimLeft,StimRight
0,8,1,1,obj12.png,obj09.png
1,8,1,2,obj03.png,obj01.png
2,8,1,3,obj11.png,obj06.png
3,8,1,4,obj00.png,obj13.png
4,8,1,5,obj14.png,obj20.png
5,8,1,6,obj13.png,obj20.png
6,8,1,7,obj14.png,obj01.png
7,8,1,8,obj03.png,obj02.png
8,8,1,9,obj11.png,obj02.png
9,8,1,10,obj05.png,obj20.png
10,8,1,11,obj14.png,obj02.png
11,8,1,12,obj05.png,obj00.png
12,8,1,13,obj12.png,obj20.png
13,8,1,14,obj11.png,obj00.png
14,8,1,15,obj04.png,obj05.png
15,8,1,16,obj03.png,obj09.png
16,8,1,17,obj04.png,obj00.png
17,8,1,18,obj07.png,obj13.png
18,8,1,19,obj11.png,obj12.png
19,8,1,20,obj06.png,obj01.png
20,8,1,21,obj12.png,obj05.png
21,8,1,22,obj07.png,obj20.png
22,8,1,23,obj03.png,obj13.png
23,8,1,24,obj09.png,obj07.png
24,8,1,25,obj09.png,obj20.png
25,8,1,26,obj06.png,obj07.png
26,8,1,27,obj07.png,obj14.png
27,8,1,28,obj11.png,obj01.png
28,8,1,29,obj07.png,obj11.png
29,8,1,30,obj04.png,obj14.png
30,8,1,31,obj13.png,obj05.png
31,8,1,32,obj05.png,obj03.png
32,8,1,33,obj00.png,obj07.png
33,8,1,34,obj12.png,obj13.png
34,8,1,35,obj09.png,obj05.png
35,8,1,36,obj06.png,obj09.png
36,8,1,37,obj06.png,obj14.png
37,8,1,38,obj07.png,obj12.png
38,8,1,39,obj09.png,obj13.png
39,8,1,40,obj03.png,obj06.png
40,8,1,41,obj14.png,obj03.png
41,8,1,42,obj12.png,obj02.png
42,8,1,43,obj00.png,obj12.png
43,8,1,44,obj00.png,obj01.png
44,8,1,45,obj06.png,obj12.png
45,8,1,46,obj20.png,obj06.png
46,8,1,47,obj00.png,obj09.png
47,8,1,48,obj13.png,obj11.png
48,8,1,49,obj02.png,obj20.png
49,8,1,50,obj11.png,obj03.png
50,8,1,51,obj07.png,obj01.png
51,8,1,52,obj06.png,obj02.png
52,8,1,53,obj09.png,obj02.png
53,8,1,54,obj02.png,obj00.png
54,8,1,55,obj07.png,obj03.png
55,8,1,56,obj07.png,obj05.png
56,8,1,57,obj02.png,obj04.png
57,8,1,58,obj01.png,obj05.png
58,8,1,59,obj14.png,obj09.png
59,8,1,60,obj02.png,obj01.png
60,8,1,61,obj13.png,obj01.png
61,8,1,62,obj13.png,obj14.png
62,8,1,63,obj04.png,obj03.png
63,8,1,64,obj02.png,obj13.png
64,8,1,65,obj12.png,obj14.png
65,8,1,66,obj20.png,obj11.png
66,8,1,67,obj09.png,obj11.png
67,8,1,68,obj00.png,obj14.png
68,8,1,69,obj20.png,obj01.png
69,8,1,70,obj06.png,obj05.png
70,8,1,71,obj14.png,obj11.png
71,8,1,72,obj00.png,obj20.png
72,8,1,73,obj01.png,obj09.png
73,8,1,74,obj09.png,obj04.png
74,8,1,75,obj11.png,obj05.png
75,8,1,76,obj04.png,obj12.png
76,8,1,77,obj13.png,obj04.png
77,8,1,78,obj06.png,obj04.png
78,8,1,79,obj01.png,obj12.png
79,8,1,80,obj13.png,obj06.png
80,8,1,81,obj01.png,obj04.png
81,8,1,82,obj00.png,obj03.png
82,8,1,83,obj02.png,obj07.png
83,8,1,84,obj06.png,obj00.png
84,8,1,85,obj04.png,obj20.png
85,8,1,86,obj02.png,obj05.png
86,8,1,87,obj20.png,obj03.png
87,8,1,88,obj03.png,obj12.png
88,8,1,89,obj04.png,obj07.png
89,8,1,90,obj04.png,obj11.png
90,8,1,91,obj14.png,obj05.png
