Participant,Block,Trial,StimLeft,StimRight
24,1,1,obj01.png,obj11.png
24,1,2,obj12.png,obj07.png
24,1,3,obj07.png,obj11.png
24,1,4,obj11.png,obj13.png
24,1,5,obj04.png,obj03.png
24,1,6,obj05.png,obj07.png
24,1,7,obj11.png,obj06.png
24,1,8,obj06.png,obj12.png
24,1,9,obj01.png,obj04.png
24,1,10,obj20.png,obj09.png
24,1,11,obj00.png,obj04.png
24,1,12,obj12.png,obj01.png
24,1,13,obj12.png,obj00.png
24,1,14,obj09.png,obj00.png
24,1,15,obj20.png,obj12.png
24,1,16,obj13.png,obj07.png
24,1,17,obj06.png,obj09.png
24,1,18,obj00.png,obj06.png
24,1,19,obj20.png,obj07.png
24,1,20,obj04.png,obj07.png
24,1,21,obj05.png,obj13.png
24,1,22,obj04.png,obj02.png
24,1,23,obj12.png,obj13.png
24,1,24,obj20.png,obj04.png
24,1,25,obj13.png,obj00.png
24,1,26,obj06.png,obj13.png
24,1,27,obj12.png,obj04.png
24,1,28,obj02.png,obj11.png
24,1,29,obj09.png,obj12.png
24,1,30,obj11.png,obj00.png
24,1,31,obj01.png,obj07.png
24,1,32,obj14.png,obj04.png
24,1,33,obj13.png,obj04.png
24,1,34,obj14.png,obj07.png
24,1,35,obj09.png,obj11.png
24,1,36,obj14.png,obj05.png
24,1,37,obj03.png,obj02.png
24,1,38,obj00.png,obj03.png
24,1,39,obj06.png,obj03.png
24,1,40,obj14.png,obj13.png
24,1,41,obj20.png,obj13.png
24,1,42,obj06.png,obj02.png
24,1,43,obj14.png,obj06.png
24,1,44,obj03.png,obj12.png
24,1,45,obj05.png,obj11.png
24,1,46,obj05.png,obj04.png
24,1,47,obj11.png,obj20.png
24,1,48,obj07.png,obj02.png
24,1,49,obj09.png,obj03.png
24,1,50,obj12.png,obj02.png
24,1,51,obj02.png,obj13.png
24,1,52,obj12.png,obj11.png
24,1,53,obj02.png,obj01.png
24,1,54,obj14.png,obj11.png
24,1,55,obj02.png,obj09.png
24,1,56,obj05.png,obj20.png
24,1,57,obj09.png,obj07.png
24,1,58,obj07.png,obj03.png
24,1,59,obj14.png,obj12.png
24,1,60,obj00.png,obj20.png
24,1,61,obj09.png,obj01.png
24,1,62,obj20.png,obj06.png
24,1,63,obj02.png,obj00.png
24,1,64,obj04.png,obj11.png
24,1,65,obj20.png,obj01.png
24,1,66,obj02.png,obj05.png
24,1,67,obj02.png,obj20.png
24,1,68,obj05.png,obj12.png
24,1,69,obj09.png,obj05.png
24,1,70,obj07.png,obj00.png
24,1,71,obj03.png,obj11.png
24,1,72,obj01.png,obj06.png
24,1,73,obj00.png,obj05.png
24,1,74,obj20.png,obj14.png
24,1,75,obj14.png,obj09.png
24,1,76,obj01.png,obj03.png
24,1,77,obj01.png,obj05.png
24,1,78,obj13.png,obj03.png
24,1,79,obj01.png,obj00.png
24,1,80,obj04.png,obj09.png
24,1,81,obj14.png,obj02.png
24,1,82,obj04.png,obj06.png
24,1,83,obj06.png,obj05.png
24,1,84,obj14.png,obj00.png
24,1,85,obj06.png,obj07.png
24,1,86,obj14.png,obj01.png
24,1,87,obj01.png,obj13.png
24,1,88,obj03.png,obj05.png
24,1,89,obj03.png,obj14.png
24,1,90,obj09.png,obj13.png
24,1,91,obj20.png,obj03.png
