Participant,Block,Trial,StimLeft,StimRight
78,1,1,obj00.png,obj05.png
78,1,2,obj14.png,obj06.png
78,1,3,obj03.png,obj04.png
78,1,4,obj06.png,obj07.png
78,1,5,obj13.png,obj03.png
78,1,6,obj04.png,obj09.png
78,1,7,obj12.png,obj11.png
78,1,8,obj20.png,obj13.png
78,1,9,obj09.png,obj03.png
78,1,10,obj14.png,obj13.png
78,1,11,obj11.png,obj09.png
78,1,12,obj13.png,obj05.png
78,1,13,obj00.png,obj20.png
78,1,14,obj13.png,obj11.png
78,1,15,obj20.png,obj12.png
78,1,16,obj03.png,obj06.png
78,1,17,obj03.png,obj07.png
78,1,18,obj04.png,obj13.png
78,1,19,obj07.png,obj00.png
78,1,20,obj05.png,obj06.png
78,1,21,obj20.png,obj09.png
78,1,22,obj02.png,obj12.png
78,1,23,obj20.png,obj02.png
78,1,24,obj01.png,obj07.png
78,1,25,obj02.png,obj00.png
78,1,26,obj01.png,obj20.png
78,1,27,obj00.png,obj13.png
78,1,28,obj05.png,obj01.png
78,1,29,obj04.png,obj11.png
78,1,30,obj06.png,obj09.png
78,1,31,obj02.png,obj05.png
78,1,32,obj11.png,obj02.png
78,1,33,obj04.png,obj07.png
78,1,34,obj12.png,obj07.png
78,1,35,obj02.png,obj07.png
78,1,36,obj06.png,obj20.png
78,1,37,obj03.png,obj05.png
78,1,38,obj11.png,obj01.png
78,1,39,obj05.png,obj07.png
78,1,40,obj07.png,obj14.png
78,1,41,obj02.png,obj14.png
78,1,42,obj06.png,obj11.png
78,1,43,obj07.png,obj13.png
78,1,44,obj13.png,obj12.png
78,1,45,obj09.png,obj01.png
78,1,46,obj06.png,obj02.png
78,1,47,obj20.png,obj05.png
78,1,48,obj03.png,obj01.png
78,1,49,obj02.png,obj13.png
78,1,50,obj04.png,obj20.png
78,1,51,obj07.png,obj20.png
78,1,52,obj14.png,obj11.png
78,1,53,obj14.png,obj09.png
78,1,54,obj09.png,obj12.png
78,1,55,obj01.png,obj06.png
78,1,56,obj14.png,obj03.png
78,1,57,obj09.png,obj05.png
78,1,58,obj14.png,obj01.png
78,1,59,obj06.png,obj04.png
78,1,60,obj07.png,obj09.png
78,1,61,obj12.png,obj14.png
78,1,62,obj11.png,obj20.png
78,1,63,obj04.png,obj14.png
78,1,64,obj11.png,obj03.png
78,1,65,obj12.png,obj06.png
78,1,66,obj01.png,obj12.png
78,1,67,obj04.png,obj00.png
78,1,68,obj13.png,obj01.png
78,1,69,obj14.png,obj20.png
78,1,70,obj05.png,obj12.png
78,1,71,obj20.png,obj03.png
78,1,72,obj00.png,obj11.png
78,1,73,obj00.png,obj09.png
78,1,74,obj04.png,obj01.png
78,1,75,obj12.png,obj00.png
78,1,76,obj00.png,obj01.png
78,1,77,obj02.png,obj04.png
78,1,78,obj07.png,obj11.png
78,1,79,obj12.png,obj04.png
78,1,80,obj13.png,obj09.png
78,1,81,obj00.png,obj03.png
78,1,82,obj03.png,obj12.png
78,1,83,obj13.png,obj06.png
78,1,84,obj05.png,obj14.png
78,1,85,obj14.png,obj00.png
78,1,86,obj09.png,obj02.png
78,1,87,obj05.png,obj04.png
78,1,88,obj05.png,obj11.png
78,1,89,obj02.png,obj03.png
78,1,90,obj02.png,obj01.png
78,1,91,obj00.png,obj06.png
