Participant,Block,Trial,StimLeft,StimRight
90,1,1,obj04.png,obj01.png
90,1,2,obj20.png,obj02.png
90,1,3,obj03.png,obj11.png
90,1,4,obj05.png,obj20.png
90,1,5,obj09.png,obj04.png
90,1,6,obj09.png,obj01.png
90,1,7,obj07.png,obj02.png
90,1,8,obj11.png,obj14.png
90,1,9,obj13.png,obj12.png
90,1,10,obj04.png,obj05.png
90,1,11,obj14.png,obj05.png
90,1,12,obj12.png,obj02.png
90,1,13,obj12.png,obj01.png
90,1,14,obj06.png,obj12.png
90,1,15,obj03.png,obj02.png
90,1,16,obj14.png,obj00.png
90,1,17,obj00.png,obj07.png
90,1,18,obj00.png,obj12.png
90,1,19,obj02.png,obj11.png
90,1,20,obj03.png,obj09.png
90,1,21,obj03.png,obj00.png
90,1,22,obj06.png,obj07.png
90,1,23,obj01.png,obj13.png
90,1,24,obj03.png,obj04.png
90,1,25,obj14.png,obj03.png
90,1,26,obj14.png,obj09.png
90,1,27,obj01.png,obj07.png
90,1,28,obj11.png,obj06.png
90,1,29,obj12.png,obj20.png
90,1,30,obj14.png,obj07.png
90,1,31,obj09.png,obj05.png
90,1,32,obj00.png,obj11.png
90,1,33,obj09.png,obj06.png
90,1,34,obj00.png,obj01.png
90,1,35,obj11.png,obj09.png
90,1,36,obj00.png,obj13.png
90,1,37,obj06.png,obj02.png
90,1,38,obj20.png,obj00.png
90,1,39,obj05.png,obj06.png
90,1,40,obj04.png,obj12.png
90,1,41,obj14.png,obj06.png
90,1,42,obj01.png,obj06.png
90,1,43,obj04.png,obj20.png
90,1,44,obj00.png,obj09.png
90,1,45,obj00.png,obj04.png
90,1,46,obj12.png,obj09.png
90,1,47,obj01.png,obj02.png
90,1,48,obj05.png,obj02.png
90,1,49,obj14.png,obj02.png
90,1,50,obj05.png,obj07.png
90,1,51,obj20.png,obj14.png
90,1,52,obj06.png,obj03.png
90,1,53,obj06.png,obj00.png
90,1,54,obj13.png,obj06.png
90,1,55,obj20.png,obj11.png
90,1,56,obj13.png,obj04.png
90,1,57,obj12.png,obj05.png
90,1,58,obj11.png,obj13.png
90,1,59,obj02.png,obj09.png
90,1,60,obj01.png,obj20.png
90,1,61,obj20.png,obj06.png
90,1,62,obj13.png,obj07.png
90,1,63,obj13.png,obj09.png
90,1,64,obj14.png,obj01.png
90,1,65,obj05.png,obj13.png
90,1,66,obj01.png,obj03.png
90,1,67,obj13.png,obj14.png
90,1,68,obj20.png,obj07.png
90,1,69,obj05.png,obj00.png
90,1,70,obj12.png,obj11.png
90,1,71,obj13.png,obj20.png
90,1,72,obj06.png,obj04.png
90,1,73,obj07.png,obj03.png
90,1,74,obj13.png,obj02.png
90,1,75,obj11.png,obj01.png
90,1,76,obj12.png,obj14.png
90,1,77,obj11.png,obj07.png
90,1,78,obj12.png,obj07.png
90,1,79,obj05.png,obj03.png
90,1,80,obj03.png,obj20.png
90,1,81,obj13.png,obj03.png
90,1,82,obj04.png,obj07.png
90,1,83,obj11.png,obj05.png
90,1,84,obj04.png,obj11.png
90,1,85,obj07.png,obj09.png
90,1,86,obj00.png,obj02.png
90,1,87,obj05.png,obj01.png
90,1,88,obj04.png,obj02.png
90,1,89,obj14.png,obj04.png
90,1,90,obj12.png,obj03.png
90,1,91,obj09.png,obj20.png
