,Participant,Block,Trial,StimLeft,StimRight
0,4,1,1,obj03.png,obj14.png
1,4,1,2,obj11.png,obj02.png
2,4,1,3,obj20.png,obj09.png
3,4,1,4,obj20.png,obj11.png
4,4,1,5,obj14.png,obj00.png
5,4,1,6,obj13.png,obj03.png
6,4,1,7,obj07.png,obj12.png
7,4,1,8,obj02.png,obj12.png
8,4,1,9,obj00.png,obj20.png
9,4,1,10,obj01.png,obj00.png
10,4,1,11,obj09.png,obj02.png
11,4,1,12,obj00.png,obj13.png
12,4,1,13,obj07.png,obj00.png
13,4,1,14,obj12.png,obj11.png
14,4,1,15,obj03.png,obj05.png
15,4,1,16,obj07.png,obj20.png
16,4,1,17,obj11.png,obj00.png
17,4,1,18,obj06.png,obj20.png
18,4,1,19,obj14.png,obj02.png
19,4,1,20,obj12.png,obj01.png
20,4,1,21,obj04.png,obj13.png
21,4,1,22,obj01.png,obj11.png
22,4,1,23,obj14.png,obj09.png
23,4,1,24,obj00.png,obj09.png
24,4,1,25,obj11.png,obj09.png
25,4,1,26,obj03.png,obj04.png
26,4,1,27,obj20.png,obj12.png
27,4,1,28,obj07.png,obj04.png
28,4,1,29,obj09.png,obj04.png
29,4,1,30,obj05.png,obj20.png
30,4,1,31,obj04.png,obj20.png
31,4,1,32,obj11.png,obj04.png
32,4,1,33,obj02.png,obj13.png
33,4,1,34,obj12.png,obj03.png
34,4,1,35,obj02.png,obj05.png
35,4,1,36,obj01.png,obj04.png
36,4,1,37,obj00.png,obj02.png
37,4,1,38,obj01.png,obj07.png
38,4,1,39,obj04.png,obj05.png
39,4,1,40,obj09.png,obj03.png
40,4,1,41,obj13.png,obj11.png
41,4,1,42,obj02.png,obj06.png
42,4,1,43,obj12.png,obj13.png
43,4,1,44,obj05.png,obj06.png
44,4,1,45,obj12.png,obj04.png
45,4,1,46,obj05.png,obj07.png
46,4,1,47,obj14.png,obj20.png
47,4,1,48,obj00.png,obj05.png
48,4,1,49,obj03.png,obj06.png
49,4,1,50,obj20.png,obj03.png
50,4,1,51,obj04.png,obj06.png
51,4,1,52,obj14.png,obj01.png
52,4,1,53,obj03.png,obj07.png
53,4,1,54,obj14.png,obj04.png
54,4,1,55,obj02.png,obj07.png
55,4,1,56,obj05.png,obj09.png
56,4,1,57,obj14.png,obj05.png
57,4,1,58,obj03.png,obj01.png
58,4,1,59,obj11.png,obj06.png
59,4,1,60,obj12.png,obj09.png
60,4,1,61,obj02.png,obj01.png
61,4,1,62,obj05.png,obj13.png
62,4,1,63,obj07.png,obj14.png
63,4,1,64,obj14.png,obj06.png
64,4,1,65,obj07.png,obj06.png
65,4,1,66,obj01.png,obj06.png
66,4,1,67,obj00.png,obj12.png
67,4,1,68,obj12.png,obj06.png
68,4,1,69,obj12.png,obj14.png
69,4,1,70,obj20.png,obj13.png
70,4,1,71,obj11.png,obj07.png
71,4,1,72,obj13.png,obj09.png
72,4,1,73,obj14.png,obj11.png
73,4,1,74,obj06.png,obj13.png
74,4,1,75,obj01.png,obj09.png
75,4,1,76,obj04.png,obj00.png
76,4,1,77,obj05.png,obj01.png
77,4,1,78,obj14.png,obj13.png
78,4,1,79,obj04.png,obj02.png
79,4,1,80,obj03.png,obj00.png
80,4,1,81,obj02.png,obj20.png
81,4,1,82,obj06.png,obj00.png
82,4,1,83,obj01.png,obj20.png
83,4,1,84,obj05.png,obj11.png
84,4,1,85,obj09.png,obj07.png
85,4,1,86,obj01.png,obj13.png
86,4,1,87,obj11.png,obj03.png
87,4,1,88,obj07.png,obj13.png
88,4,1,89,obj06.png,obj09.png
89,4,1,90,obj05.png,obj12.png
90,4,1,91,obj02.png,obj03.png
