Participant,Block,Trial,StimLeft,StimRight
75,1,1,obj03.png,obj09.png
75,1,2,obj20.png,obj05.png
75,1,3,obj09.png,obj13.png
75,1,4,obj07.png,obj09.png
75,1,5,obj14.png,obj01.png
75,1,6,obj13.png,obj07.png
75,1,7,obj03.png,obj13.png
75,1,8,obj04.png,obj00.png
75,1,9,obj00.png,obj03.png
75,1,10,obj12.png,obj05.png
75,1,11,obj03.png,obj14.png
75,1,12,obj20.png,obj09.png
75,1,13,obj06.png,obj12.png
75,1,14,obj02.png,obj20.png
75,1,15,obj02.png,obj05.png
75,1,16,obj20.png,obj03.png
75,1,17,obj04.png,obj02.png
75,1,18,obj02.png,obj14.png
75,1,19,obj12.png,obj01.png
75,1,20,obj06.png,obj14.png
75,1,21,obj13.png,obj11.png
75,1,22,obj07.png,obj12.png
75,1,23,obj05.png,obj06.png
75,1,24,obj02.png,obj13.png
75,1,25,obj02.png,obj11.png
75,1,26,obj01.png,obj05.png
75,1,27,obj20.png,obj01.png
75,1,28,obj20.png,obj14.png
75,1,29,obj03.png,obj01.png
75,1,30,obj09.png,obj00.png
75,1,31,obj04.png,obj20.png
75,1,32,obj05.png,obj03.png
75,1,33,obj06.png,obj00.png
75,1,34,obj11.png,obj20.png
75,1,35,obj12.png,obj04.png
75,1,36,obj06.png,obj07.png
75,1,37,obj07.png,obj03.png
75,1,38,obj14.png,obj00.png
75,1,39,obj20.png,obj07.png
75,1,40,obj13.png,obj01.png
75,1,41,obj04.png,obj05.png
75,1,42,obj03.png,obj04.png
75,1,43,obj11.png,obj09.png
75,1,44,obj12.png,obj03.png
75,1,45,obj09.png,obj14.png
75,1,46,obj13.png,obj05.png
75,1,47,obj11.png,obj12.png
75,1,48,obj07.png,obj01.png
75,1,49,obj13.png,obj14.png
75,1,50,obj11.png,obj14.png
75,1,51,obj04.png,obj13.png
75,1,52,obj20.png,obj12.png
75,1,53,obj04.png,obj09.png
75,1,54,obj11.png,obj07.png
75,1,55,obj13.png,obj06.png
75,1,56,obj14.png,obj04.png
75,1,57,obj12.png,obj00.png
75,1,58,obj02.png,obj07.png
75,1,59,obj14.png,obj07.png
75,1,60,obj02.png,obj09.png
75,1,61,obj11.png,obj05.png
75,1,62,obj01.png,obj09.png
75,1,63,obj04.png,obj07.png
75,1,64,obj00.png,obj02.png
75,1,65,obj06.png,obj04.png
75,1,66,obj01.png,obj06.png
75,1,67,obj06.png,obj02.png
75,1,68,obj02.png,obj12.png
75,1,69,obj05.png,obj09.png
75,1,70,obj01.png,obj02.png
75,1,71,obj00.png,obj13.png
75,1,72,obj00.png,obj01.png
75,1,73,obj12.png,obj09.png
75,1,74,obj11.png,obj01.png
75,1,75,obj00.png,obj20.png
75,1,76,obj03.png,obj11.png
75,1,77,obj12.png,obj14.png
75,1,78,obj13.png,obj20.png
75,1,79,obj01.png,obj04.png
75,1,80,obj06.png,obj03.png
75,1,81,obj05.png,obj14.png
75,1,82,obj11.png,obj06.png
75,1,83,obj00.png,obj11.png
75,1,84,obj11.png,obj04.png
75,1,85,obj07.png,obj00.png
75,1,86,obj05.png,obj00.png
75,1,87,obj05.png,obj07.png
75,1,88,obj06.png,obj20.png
75,1,89,obj02.png,obj03.png
75,1,90,obj09.png,obj06.png
75,1,91,obj13.png,obj12.png
